	작성시간	작성자	위치	내용	좋아요수	해쉬태그
263	2020-03-10T05:11:23.000Z	00.05.30_	여의도역	맛있었다._🍣_‘익혀먹는_게_더_맛있는데_굳이?’_라고_생각하며_살아왔던_나에게는_올해_들어서_가장_신선한_충격이었다./././오빠가_꼭_같이_가고싶었다고,_수강신청급으로_어렵게_예약했다고_했다./날음식을_못_먹는_건_아니지만_즐겨먹는_것도_아니어서_큰_기대는_하지_않았는데,_한_입_먹는_순간_정말_놀랐다._날생선은_소스맛으로_먹는_거라고_생각했던_나는_이날_온전하게_생선의_맛을_생선으로_즐길_수_있었다._‘입에_달라붙는다.’는_표현을_스시로_알게_될_줄은_몰랐다._비려서_못_먹었던_건_여태까지_내가_잘못_먹은_거였다.._좋은_곳에서_좋은_음식_먹는_게_답이다./././음식쪽으론_문외한이고_먹는_것만_먹는_사람이라_맛을_일차원적으로_설명하자면/쫄깃한_맛,_녹는_맛,_눅진한_맛,_횟감이_바다로_다시_돌아갈_것_같은_맛_(_이말하니까_사장님이_두_점_더_주셨다.),_서걱한_맛,_쫀득한_맛!/././오빠가_고심해서_골라온_샴페인도_최적이다.🤔_술을_잘_못_마셔서_한잔뿐이었지만.._그래도_이게_조화가_훌륭했고_맛있었다는_건_알_수_있는_정도였다._술맛이_너무_단맛에_가려지지_않아서_굉장히_깔끔하고_만족스러웠다.	39	
264	2020-05-15T03:20:03.000Z	beyondaaa	여의도역	내_옆에_고등학생_세명이/욕이_섞인_대화를_하다_갑자기_마스크를_내리고_기침을_한다./깜짝_놀라_자리를_피했는데/셋이서_심하게_기침을하고_침을뱉으며_아랑곳하지않는다.//정말_화가난다._나이불문하고_이_시국에_남의_건강과_사회적비용은_아랑곳하지않는_이들./정말_화가난다.	12	
265	2020-04-12T05:06:00.000Z	psc_yeouido	여의도역	박승철여의도이마트점/여성_고객님_누구_편하게_손질할수_있는_c컬_s컬_펌_입니다//네이버예약과신한카드,이마트카드,신세계카드_상시20%_가능하세요^^/./././././#여의도역미용실#여의도카페#여의도맛집#박승철여의도이마트점#여의도이마트점#마곡맛집#강서구맛집#선팔하면맞팔#	13	#여의도역미용실_#여의도카페_#여의도맛집_#박승철여의도이마트점_#여의도이마트점_#마곡맛집_#강서구맛집_#선팔하면맞팔
266	2020-04-02T05:28:12.000Z	hyuk23k	여의도역	#또만났어#귀요밍#🤩🤩🤩#사랑해💕#건강하잨	3	#또만났어_#귀요밍_#사랑해💕_#건강하잨
267	2020-03-08T03:56:47.000Z	xeohair_4505	여의도역	안녕하세요/여의도_#퍼머맛집,_#염색맛집/#여의도미용실_#여의도제오헤어_의/#디자이너서후_입니다/././오늘_#여의도제오헤어_에서_소개해드릴_스타일은/#사랑스러운_빌드펌_입니다/#레이어드컷에_빌드펌_은_#초코브라운_느낌의_염색또한_차분하고_이쁘답니다/그리고/#모든얼굴형_에_어울립니다/././전화문의는/02.785.4505/./온라인_문의는/카톡친구_검색에서_@여의도제오헤어_를_검색,/./온라인_예약은/카카오헤어샵,_네이버_예약에서_#여의도제오헤어_를_검색해주세요/./#레이어드펌#긴머리헤어스타일#긴머리빌드펌#빌드펌#레이어드c컬펌	271	#퍼머맛집_#염색맛집_#여의도미용실_#여의도제오헤어_#디자이너서후_#여의도제오헤어_#사랑스러운_#레이어드컷에_#초코브라운_#모든얼굴형_#여의도제오헤어_#레이어드펌_#긴머리헤어스타일_#긴머리빌드펌_#빌드펌_#레이어드c컬펌
268	2020-05-16T01:07:21.000Z	gamsung.shot	여의도역	#여의도역_에스컬레이터	3	#여의도역
269	2020-04-16T09:52:01.000Z	im__juliee	여의도역	#여의도역맛집#여의도소고기맛집#황소생갈비#갈비살맛집#토시살#4+4인분_ㅋㅋㅋ/./여기_진짜_가성비_갑~~ㅋㅋ/원래_항상_사람많아서_못갔는데_코로나때문인지_빈지리가_있었음_ㅋㅋㅋ#짱맛❤️#좋은사람들과💕🥳	13	#여의도역맛집_#여의도소고기맛집_#황소생갈비_#갈비살맛집_#토시살_#4_#짱맛❤️_#좋은사람들과💕
270	2020-05-29T12:33:07.000Z	iiziiziiz_	여의도역	#첫줄안녕/#이도맨숀#이도맨숀라이브#복순도가#토마호크#한우맛집#여의도회식	25	#첫줄안녕_#이도맨숀_#이도맨숀라이브_#복순도가_#토마호크_#한우맛집_#여의도회식
271	2020-05-15T12:42:51.000Z	dang_yes	여의도역	0	37	0
272	2020-04-30T12:11:14.000Z	warrenlento	여의도역	101💜🔒🖤	9	
273	2020-04-26T13:30:46.000Z	rurobani	여의도역	여의도역_근처의_주말_풍경입니다_ㅎ/Weekend_picture_of_Yeouido_station,_Seoul./汝矣島駅の週末風景です。//#석양_#여의도역_#여의도_#봄_#경치_#풍경_#사진_#갤럭시노트10_#sunset_#yeouido_#spring_#cool_#lit_#view_#scenic_#picture_#photo_#korea_#seoul_#galaxynote10_#夕日_#ヨイド_#汝矣島_#春_#景色_#風景_#写真_#ソウル_#韓国	62	#석양_#여의도역_#여의도_#봄_#경치_#풍경_#사진_#갤럭시노트10_#sunset_#yeouido_#spring_#cool_#lit_#view_#scenic_#picture_#photo_#korea_#seoul_#galaxynote10_#夕日_#ヨイド_#汝矣島_#春_#景色_#風景_#写真_#ソウル_#韓国
274	2020-03-12T02:47:36.000Z	lilymag_flowershop	여의도역	인기최고_#튤립_#튤립꽃다발_모음🌷/지금_예약_가능합니다💓//#화이트데이/./././예약문의❤️/[여의도점]02-782-4563/[인천청라점]070-8274-5459/[베트남_하노이점]070-8624-8206/❤️카카오톡:릴리맥/././#릴리맥_#여의도꽃집_#인천청라꽃집_#하노이꽃집_#플로리스트_#꽃스타그램_#남자친구꽃다발_#여자친구꽃다발_#졸업꽃주문_#화이트데이꽃_#여자친구선물_#화이트데이선물_#발렌타인데이꽃다발_#화이트데이선물_#화이트데이꽃_#화이트데이꽃다발_#졸업꽃다발_#졸업식_#ifc몰꽃집_#전경련회관꽃집_#꽃선물_#여의도꽃배달	8	#튤립_#튤립꽃다발_#화이트데이_#릴리맥_#여의도꽃집_#인천청라꽃집_#하노이꽃집_#플로리스트_#꽃스타그램_#남자친구꽃다발_#여자친구꽃다발_#졸업꽃주문_#화이트데이꽃_#여자친구선물_#화이트데이선물_#발렌타인데이꽃다발_#화이트데이선물_#화이트데이꽃_#화이트데이꽃다발_#졸업꽃다발_#졸업식_#ifc몰꽃집_#전경련회관꽃집_#꽃선물_#여의도꽃배달
275	2020-04-20T04:28:53.000Z	kiwikorean	여의도역	Rainy_day_in_the_capital.	6	
276	2020-06-04T13:46:35.000Z	charlesoo__	여의도역	여의도_좋네_#세광양대창#양밥#팥이재#참이슬후레쉬#친구#엄마빙수#여의도	20	#세광양대창_#양밥_#팥이재_#참이슬후레쉬_#친구_#엄마빙수_#여의도
277	2018-03-05T09:14:33.000Z	laylaeugene	Yeouido_Station	#브리오슈도레/여의도역점_오픈@/세상_참_좁지/깨방정_떨고_영상_찍는데_아는_언니_만났어요_ㅎ/사람은_역시_#착하게_살아야해요_🤣/./././/프랑스를_맛보는_지금_이_순간/#브리오슈도레여의도역점/오늘_오픈식_!#내일_정식_오픈이니_오픈이벤트_가득해요/맛있는_빵_즐기고_가요_👍✌️👋🍾/././#레이라그램_#일상_#briochedoree_#크로와상_#파티그램_#오픈파티_#openingceremony_#party_#프랑스_#빵스타그램_#맛있다_#맛있다그램_#즐기자_#월요일부터달려_#여의도역빵집_#여의도역카페	6,084	#브리오슈도레_#착하게_#브리오슈도레여의도역점_#내일_#레이라그램_#일상_#briochedoree_#크로와상_#파티그램_#오픈파티_#openingceremony_#party_#프랑스_#빵스타그램_#맛있다_#맛있다그램_#즐기자_#월요일부터달려_#여의도역빵집_#여의도역카페
278	2020-05-20T04:18:56.000Z	happyjjallang	여의도역	테니스_치고싶다고_울먹이며_먹은_오늘_점심시간/#울기직전사진_#날씨가너무좋네/././#직장인그램#점심시간/#푸밤테#bluenighttennissociety	272	#울기직전사진_#날씨가너무좋네_#직장인그램_#점심시간_#푸밤테_#bluenighttennissociety
279	2020-05-07T08:18:14.000Z	vaniiventures	여의도역	갈낙당	2	
280	2020-04-21T10:26:32.000Z	chamingway2	여의도역	"./""하루의_끝으로""/To_the_end_of_the_day/./#shotoniphone_#thisweekoninstagram_#visitkorea_#visitseoul"	50	#shotoniphone_#thisweekoninstagram_#visitkorea_#visitseoul
281	2020-04-13T04:05:43.000Z	ryankwangbok	여의도역	여기서_#조삼모사_를_부정적_의미로_쓰신것_같은데_선비님,_조삼모사_일화속_원숭이느님들_재평가론이_나온지가_언젠데_이러시는지._현재가치와_미래가치_차이와_우위를_일찌기_깨달으시고_아침3개_저녁4개를_거부하고_아침에_하나를_더_타냄으로써_미래의_불확실성을_경감하고_fragile한_화폐경제속_현물_조기확보를_실현한_선각자들이신데._조삼모사_원숭이느님들을_숭상하는_여의도_바닥에서.._코로나에_경제가_악영향받고_있는데_둘을_배타적인_개념처럼_썼질않나,_안돼니_맞춤법도_틀리고_감좀_떨어지시는_분_같았다._#선거가코앞	9	#조삼모사_#선거가코앞
282	2018-08-16T11:42:24.000Z	e_eni.7	BBQ치킨앤비어_여의도역점	퇴근_후_막내랑_#치콜/역시_#BBQ	4	#치콜_#BBQ
283	2019-12-03T03:51:50.000Z	eat_._._life	BBQ치킨앤비어_여의도역점	🍖bbq/⠀/▫️황금올리브_닭다리_반반_👉🏻20000₩/▫️크림_치즈볼_👉🏻5000₩/⠀/다른_부위도_좋지만_닭다리가_제일_좋아서_닭다리만_있는_걸루_시켰어요!_후라이드_4조각,_양념_4조각_나오는데_크기도_크고_살도_엄청_두툼💛배달말고_매장에서_바로_먹으니_더_바삭하고_맛있네요></⠀/치즈볼은_기대하구_시켰는데_생각보다_별로였어요ㅠ_치즈맛만_나고_약간_찐득찐득한_느낌...!_약간_느끼하기도_해서_머스타드_소스_찍어서_겨우_해치웠습니다_😂_추천하진_않아요_역시_치즈볼은_bhc...(저_혼자만의_의견🙌🏻)/아무튼_비비큐_최고다_❤️	186	
284	2018-09-11T11:02:27.000Z	nymymm	BBQ_여의도역점	3년_전_내_모습_판박이_엶이랑_#치콜_#치사_#🐔_#다이어트	41	#치콜_#치사_#🐔_#다이어트
285	2018-12-18T08:43:54.000Z	do_yun_kim	BBQ치킨앤비어_여의도역점	#참이슬/#크리스마스에디션/#산타팩/#눈사람팩	21	#참이슬_#크리스마스에디션_#산타팩_#눈사람팩
286	2018-05-10T19:05:18.000Z	do_yun_kim	BBQ치킨앤비어_여의도역점	#데드풀2/#데드풀공식굿즈/#비비큐데드풀콜라보	14	#데드풀2_#데드풀공식굿즈_#비비큐데드풀콜라보
287	2020-04-20T10:05:42.000Z	waywise	BBQ치킨앤비어_여의도역점	#bbq치킨_신메뉴/#bbq크리스피치킨_#bbq블랙페퍼치킨/황올을_넘어설_메뉴는_아직인가../#bbq서프라이드치킨_은_갠적으로_최애	4	#bbq치킨_#bbq크리스피치킨_#bbq블랙페퍼치킨_#bbq서프라이드치킨
288	2018-01-31T12:27:05.000Z	mia_myung	BBQ_여의도역점	#bbq_#치킨_#피자_#맥주_#소세지_#감튀_#골뱅이소면/조금_늦은_신년회/#흑흑폭식함	23	#bbq_#치킨_#피자_#맥주_#소세지_#감튀_#골뱅이소면_#흑흑폭식함
289	2019-09-27T13:16:46.000Z	yeony__93	BBQ_여의도역점	효슈쓰_생파~	29	
290	2018-08-02T14:52:26.000Z	jiyou_hong	BBQ_여의도역점	불목에_즐기는_#치맥_부어라_마셔라!_는_내일_출근에_포기_각.._슬픈_#직장인_한_주간_고생했다._#직장인스타그램_-/-/-/#먹스타그램_#먹방스타그램_#치느님_#BBQ_#비비큐_#치킨_#맥주_#beer_#chicken_#koreanchicken_#여의도맛집	47	#치맥_#직장인_#직장인스타그램_#먹스타그램_#먹방스타그램_#치느님_#BBQ_#비비큐_#치킨_#맥주_#beer_#chicken_#koreanchicken_#여의도맛집
291	2019-12-06T05:05:01.000Z	nana0269	두꺼비식당_여의도역	#영등포#두꺼비식당#매운등갈비#메밀전#꾸르맛👍	22	#영등포_#두꺼비식당_#매운등갈비_#메밀전_#꾸르맛👍
292	2018-12-12T10:12:41.000Z	saemi0319	두꺼비식당_여의도역	#두꺼비식당_#매운양푼등갈비/스트레트가_다_날아가는_느낌😎🌈뾰로롱//#영등포맛집_#영등포두꺼비식당_#영등포역_#먹스타그램_#영등포역맛집	41	#두꺼비식당_#매운양푼등갈비_#영등포맛집_#영등포두꺼비식당_#영등포역_#먹스타그램_#영등포역맛집
293	2020-03-01T08:16:20.000Z	jini._.food	두꺼비식당_여의도역	영등포_두꺼비식당_부시고왔다🥺/././#영등포맛집_#영등포역맛집_#영등포역_#두꺼비식당_#먹스타그램_#맛스타그램_#영등포두꺼비식당_#일상_#좋아요_#좋아요반사_#selca_#selfie_#likeforlikes_#맞팔_#선팔하면맞팔_#ootd_#daily_#일상_#f4f_#좋반_#좋반테러_#선팔맞팔	0	#영등포맛집_#영등포역맛집_#영등포역_#두꺼비식당_#먹스타그램_#맛스타그램_#영등포두꺼비식당_#일상_#좋아요_#좋아요반사_#selca_#selfie_#likeforlikes_#맞팔_#선팔하면맞팔_#ootd_#daily_#일상_#f4f_#좋반_#좋반테러_#선팔맞팔
294	2018-09-14T03:26:16.000Z	carpediem_426	두꺼비식당_여의도역	#180914//아몰랑..오늘_대낮은_파업할게요.../밤부터_주말까지_일할게여.....?_@hee_089_언니_후딱일끝내고_조심히_빤니오쎄용♡♡_#낮술_#반주_#오늘낮에만좀쉴게여🤚_#두꺼비식당_#인생등갈비집_#할일이쌓였을때훌쩍낮술을_#맛스타그램_#맛집타그램_#매운등갈비	23	#180914_@hee_089_#낮술_#반주_#오늘낮에만좀쉴게여_#두꺼비식당_#인생등갈비집_#할일이쌓였을때훌쩍낮술을_#맛스타그램_#맛집타그램_#매운등갈비
295	2019-09-26T00:44:59.000Z	norahhand	두꺼비식당_여의도역	왜_위치추가에_영등포점이_안뜨는거죠_속상하게/#영등포#두꺼비식당#등갈비#양푼등갈비#곤드레밥	29	#영등포_#두꺼비식당_#등갈비_#양푼등갈비_#곤드레밥
296	2019-02-12T12:37:01.000Z	yunsoogram	두꺼비식당_여의도역	밥도둑이야_정말	48	
297	2018-11-22T14:14:01.000Z	bemine82	두꺼비식당_여의도역	#점심_으로_#매운등갈비찜_#곤드레나물밥_#메밀배추전_#괜츈네_#맛있었음/#spicyporkbackbonestew_#buckwheatcabbagepancake_#seasonedthistlewithrice_#lunch_#foodie_#yeoido_#latergram	22	#점심_#매운등갈비찜_#곤드레나물밥_#메밀배추전_#괜츈네_#맛있었음_#spicyporkbackbonestew_#buckwheatcabbagepancake_#seasonedthistlewithrice_#lunch_#foodie_#yeoido_#latergram
298	2018-12-12T02:43:52.000Z	piggy.kimmy	두꺼비식당_여의도역	#여의도맛집_#두꺼비식당여의도점_#등갈비_#여의도역맛집_#여의도점심_#맛스타그램_#매운갈비찜_#두꺼비식당	23	#여의도맛집_#두꺼비식당여의도점_#등갈비_#여의도역맛집_#여의도점심_#맛스타그램_#매운갈비찜_#두꺼비식당
306	2020-05-29T09:59:02.000Z	xexymix_center	여의도역	⭐XEXYMIX⭐/BUSINESS_CENTER/⠀/바론짐_PT_&_PILATES_여의도점/@baron__gym/⠀/서울_영등포구_의사당대로_127_B109호/📱02-784-4006/⠀/⠀/안녕하세요/젝시믹스_한선흠매니저입니다🙋🏻‍♂️/⠀/💁🏻‍♂️큰_할인혜택이_있는_센터회원/⠀/요가,헬스,필라테스,크로스핏등/운영하고_계시는_👥대표님들은/언제든지_문의_해주세요!!/⠀/DM&카톡_sunhm91/070-4361-6529/⠀/젝시믹스는_사랑입니다~❤💕/⠀/#젝시맨즈_#김종국/⠀/🔜5월_젝시믹스핏스토어_부산광복점/#젝시믹스_#젝시공식가맹점_#모집	223	@baron__gym_#젝시맨즈_#김종국_#젝시믹스_#젝시공식가맹점_#모집
309	2020-05-06T07:21:12.000Z	ethan_be_unique	여의도역	0	48	0
317	2020-05-29T12:18:14.000Z	jiyeunhyun	여의도역	#투썸플레이스_#투썸빙수_#흑임자빙수_#빙수는공덕점보단여의도점_#양이혜자스럽다🖤_#앞으로투썸빙수는여의도에서🥶	28	#투썸플레이스_#투썸빙수_#흑임자빙수_#빙수는공덕점보단여의도점_#양이혜자스럽다_#앞으로투썸빙수는여의도에서
319	2020-05-17T16:11:28.000Z	j__heeni	여의도역	나_인형부자_🧍‍♀️	44	
323	2020-04-16T09:19:03.000Z	jk_tackett_85	여의도역	[#여의도노비퇴근길]_자유이용권_필수./여의도에서_가장_핫한_‘메트로’_아틀란티스_타는_줄_ㅋㅋ	235	#여의도노비퇴근길
327	2020-04-23T11:05:46.000Z	dorong_bakery	여의도역	./🍒_도롱제과_수제_마카롱_2,000원/(아몬드가루100%,_유지함량80%이상_우유버터,_생크림_사용)/🍒_주문제작_마카롱의_경우_최소수량_10구이며/10구당_한가지_필링_선택_가능하세요/🍒_주문제작_마카롱,_주문제작_마카롱_케이크문의는/카카오플러스_도롱제과로_주세요./🍒_여의도지역_배민라이더스_배달가능합니다././././고객님께서_주신_도안을_케이크위에/그대로_올려드렸어요_☺️/+사랑하는_반려묘도_함께!/좋은_선물_되셨길_바래요❤️/././././/#생일케이크_#여의도마카롱_#좋아요반사#여의도케이크_#퇴사케이크_#먹스타그램_#먹스타소통_#서울케이크_#특별한케이크_#맞팔선팔환영_#소통_#먹스타맞팔_#맞팔_#선팔_#커스텀케이크_#옴팡이케이크_#도롱제과_#마카롱케이크_#여의도맛집_#케이크주문제작_#캐릭터마카롱_케이크원#축하케이크_#기념일케이크_#맞팔해요_#영등포케이크_#브라이덜샤워케이크_#서울주문케이크_#주문제작케이크_#캐릭터케이크_#인물케이크	79	#생일케이크_#여의도마카롱_#좋아요반사_#여의도케이크_#퇴사케이크_#먹스타그램_#먹스타소통_#서울케이크_#특별한케이크_#맞팔선팔환영_#소통_#먹스타맞팔_#맞팔_#선팔_#커스텀케이크_#옴팡이케이크_#도롱제과_#마카롱케이크_#여의도맛집_#케이크주문제작_#캐릭터마카롱_#축하케이크_#기념일케이크_#맞팔해요_#영등포케이크_#브라이덜샤워케이크_#서울주문케이크_#주문제작케이크_#캐릭터케이크_#인물케이크
341	2020-05-15T12:01:00.000Z	seoseulkida	여의도역	좋아하는_작가가_같다니_💕📖_#히가시노게이고/#잘읽을게_#고마워	132	#히가시노게이고_#잘읽을게_#고마워
342	2020-04-17T14:07:23.000Z	lovelee_rachel_s2	여의도역	집에_안갈랩👻	342	
344	2020-05-15T02:27:02.000Z	soju_anju_	여의도역	여의도_오마카세_아루히./여의도의축복/수강신청보다어려운_티케팅_스시야라는_멘트_인서타에서_천번은_본듯.//도대체_어떤곳이길래_저럴까_싶었지만/생각보다_귀차니즘_심한_저는_갈_생각조차_안했는데/@freeway_chae_님의_은덕으로_방문하게됨//상가_2층에_자리잡아_내부는_부담없이/편안하게_방문할_수_있는_분위기./저녁_3.5에_거의_20피스_나오고/배터질때까지_스시와_초밥을_맛볼_수_있음./광어_줄전갱이_벤자리돔_참돔_잿방어_개우럭_농어등에/국내산_우니,_시그니처_대왕_후토마끼까지/맛있게_맛보고_돌아옴./앉으신_분들이_다들_저_큰걸_한입에_넣으셔서_깜놀.//술_안드시는_분들은_저녁_방문을_비추하는게/1인_1주류가_필수./인당_사케반병씩먹고_소주2병정도_달리면/7정도에_아름답게_마무리_할_수_있으니/술과_스시를_좋아하는_사람들에게/어떤면에서_칭송을_받는지_알_것_같음./근데_사케먹고_소주마시니_소주가_더_달달한건_기분탓일까.//친절하신_사장님과_사모님과_편안하게_먹을_수_있는_분위기/극강의_가성비가_있으니_가고는_싶은데/매월_20일_티케팅_체크하면서까지_갈_엄두는_솔직히_안남/저좀_데려가주세요//#아루히_#여의도아루히_#여의도스시_#여의도스시맛집_#여의도맛집추천_#후토마끼맛집_#스시아루히_#여의도오마카세_#소주안주_여의도_#소주안주_#소주_#韓国料理_#ソウル旅_#koreanfood	331	@freeway_chae_#아루히_#여의도아루히_#여의도스시_#여의도스시맛집_#여의도맛집추천_#후토마끼맛집_#스시아루히_#여의도오마카세_#소주안주_여의도_#소주안주_#소주_#韓国料理_#ソウル旅_#koreanfood
345	2020-05-15T12:42:51.000Z	dang_yes	여의도역	7-4_🚊🚊_퇴근샷/././././././#퇴근_#여의도_#여의도역_#5호선_#차알_#Cha’R_#셀카_#전신샷_#daily_#ootd	37	#퇴근_#여의도_#여의도역_#5호선_#차알_#Cha_#셀카_#전신샷_#daily_#ootd
357	2020-04-17T11:39:23.000Z	shinna618	여의도역	#gs25_#보닐라감자칩🍟_#감자칩/#포카칩_#맛비슷_#소름많이뿌린포카칩_#두꺼운포카칩_#기생충감자칩_#양짱많당	92	#gs25_#보닐라감자칩🍟_#감자칩_#포카칩_#맛비슷_#소름많이뿌린포카칩_#두꺼운포카칩_#기생충감자칩_#양짱많당
361	2020-05-21T00:36:23.000Z	c.yoon_b	여의도역	여의도_한강공원_+_커피빈/-/-/-/-/-/#터치전회장님과함께_#한강에서치킨_#날씨너무좋으다	48	#터치전회장님과함께_#한강에서치킨_#날씨너무좋으다
362	2020-05-01T05:59:25.000Z	gwangjun_2	여의도역	더운데_꽃가루때문에_재체기를_몇번을하는지ㅠㅠ_코로나때문이아니라_꽃가루땜에라도_쓰고다녀야겠네....오늘은_머리내렸는디_땀나기시작하네_ㅠㅠ/././#오늘#날씨#더움#근로자의날#나는#일#촬영#내림머리#코로나#꽃가루#제채기#95/#맞팔#	51	#오늘_#날씨_#더움_#근로자의날_#나는_#일_#촬영_#내림머리_#코로나_#꽃가루_#제채기_#95_#맞팔
367	2018-09-09T09:58:58.000Z	babebani	Yeouido	인증됨		
377	2020-05-20T10:31:29.000Z	dami_duomei	여의도역	투썸플레이스_연어크림치즈베이글/❤️🍣🥯/이거_왕추천!_크림치즈_한_통_다_바른_것_처럼_크림치즈_왕혜자!!!_연어도_듬뿍_들어갔구_완전_든든해요_ㅠ	36	
383	2020-04-23T02:20:26.000Z	aruhi_specialday	여의도역	안녕하세요_아루히입니다🤗/성원해주신덕에_현재_5월_런치와_디너_모두_잘_마감되엇습니다./실시간_검색어_1위에_오르는등_너무도_많은_사랑_감사드립니다🥳🥳/취소석_발생시_네이버에_바로_반영되니_방문전날_한번_확인하시는것도_좋을듯합니다./오시는분들의_기대에_부응할수있도록_5월부터는_런치_1타임을_줄이는등_시간적으로나_질적으로_나아지는_서비스할수있도록_최선을_다하겟습니다./항상_아껴주셔서_감사합니다./감사한마음담아_예약오픈일부터_디너_우니뿌린데이_진행되고있습니다./#아루히#스시아루히/#아루히가아루히답게/#너의사랑나의사랑아루히/#여전히언제나아루히/#캡틴아루히/#네이버예약/#실시간검색어1위/#고객감사이벤트/#우니뿌린데이/#1판에15만실화	363	#아루히_#스시아루히_#아루히가아루히답게_#너의사랑나의사랑아루히_#여전히언제나아루히_#캡틴아루히_#네이버예약_#실시간검색어1위_#고객감사이벤트_#우니뿌린데이_#1판에15만실화
399	2019-02-19T04:51:38.000Z	thug_min	여의도역	경락마사지_관리_해주셔서_너무감사합니다_이젠_안하면_허전할정도로_필요해졌어요_원장님_매번_감사합니다_#문정에스테틱_#만세	3,560	#문정에스테틱_#만세
